contentid,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr
127713,,일부구역 동반가능,주차장,,"해수욕장 개장 기간에는 반려견 동반이 제한될 수 있습니다. 반려견 인식표 및 리드 줄, 입마개 필수입니다. 반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.\n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,"입마개 착용,목줄 착용,기타"
127722,,일부구역 동반가능,샤워장,,"바다 입수 불가능(펫비치내 해변가 산책만 가능)\n 앉은키 1m 이상의 대형견 입장 제한 \n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
127747,,전구역 동반가능,,,인식표 착용,,"동물보호법 시행규칙 제1조 2항에 근거한 맹견품종 제외\n (도사견, 아메리칸 핏불 테리어, 아메리칸 스태퍼드셔 테리어, 스태퍼드셔 불 테리어, 로트와일러 및 그 잡종의 개)\n \n 동물보호법 상 맹견으로 표기되지 않았으나 위압감을 주거나 공격성향이 강한 품종 제외\n (도고 아르헨티노, 케인코르소, 오브차카, 티베탄 마스티프, 울프독 등)\n \n 기타 다른 반려견이나 사람에게 피해를 줄 수 있는 개 제외\n \n 반려동물 등록이 되어 있지 않은 개 제외",,"목줄 착용,기타"
127770,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,중소형견 동반 가능,,목줄 착용
127778,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,"전 견종 출입 가능(맹견의 경우, 입마개 착용 필수)",,목줄 착용
127804,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
127813,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
127851,영업배상보험 가입돼 있음,일부구역 동반가능,,,배변봉투 지참 및 배변처리 필수,,전 견종 동반 가능,,목줄 착용
127857,직원 상시대기,일부구역 동반가능,"운동장, 산책로, 놀이기구, 반려동물을 위한 놀이기구가 구비되어 있습니다 방문요청 시 준비해드립니다.",,배변봉투 지참 및 배변처리 필수,,맹견 제외 예방 접종 완료한 전 견종 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
127866,"반려견간 싸움, 물림 사고 등 안전사고 발생시 견주책임(배상포함), 운영요원 상주",일부구역 동반가능,,,펫비치는 안내소에서 등록해야 동반 가능\n 펫비치 구역 내에서만 해수욕 가능(견주 구명조끼 착용 필수)\n 배변봉투 지참 및 배변처리 필수,,맹견 제외 전 견종 동반 가능,,목줄 착용
127872,,일부구역 동반가능,"주차장, 화장실, 샤워장",,"해수욕장 개장 기간에는 반려견 동반이 제한될 수 있습니다. 반려견 인식표 및 리드 줄, 입마개 필수입니다. 반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.\n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,"입마개 착용,목줄 착용,기타"
127893,,일부구역 동반가능,,,"주변 산책길은 자유롭게 이동 가능하나 계곡 입수는 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
127916,,일부구역 동반가능,,,"실내 시설은 반려동물 출입 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
127925,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
127931,이용방법 및 규칙 비치,일부구역 동반가능,,,목줄은 2m미터 이내로 필수\n 배변봉투 지참 및 배변처리 필수,,전 견종 동반 가능,,"목줄 착용,이동장(켄넬)사용,매너벨트 착용"
127951,,일부구역 동반가능,,,실외는 목줄 착용 후 자유롭게 이용 가능 실내는 안거나 이동장(켄넬) 사용 후 동반 가능 심하게 짖는 반려견의 경우 퇴장 조치 될 수 있음,,24kg 이하 동반 가능,,"목줄 착용,이동장(켄넬)사용"
127965,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
127978,,일부구역 동반가능,,,"1층 마당 공간은 자유롭게 이동 가능하나 숙박 시설은 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128019,"긴급전화 운영, 이용방법 및 규칙 비치, 응급키트 구비",일부구역 동반가능,투개더파크(반려견놀이터) / 반려견 동반 가능 객실 / 펫 프렌들리 레스토랑 및 카페 등,,투개더파크(반려견놀이터)는 15㎏ 미만 반려견에 한하여 입장 가능\n ※ 무인·무료·자율 이용시설,,20㎏ 미만 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
128021,,일부구역 동반가능,,,"유아·어린이 놀이터, 유아숲체험원, 노을캠핑장, 노을파크골프장, 난지천 및 계류 지역은 동반 금지\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128022,,일부구역 동반가능,,,"실내는 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128074,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128094,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128101,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
128108,,일부구역 동반가능,,,"실내 시설은 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128111,,일부구역 동반가능,,,온실식물원 인근에 야생 고양이가 있을 수 있어 보호자의 주의 필요\n 배변봉투 지참 및 배변처리 필수,,8kg 이하 동반 가능,,목줄 착용
128116,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128156,"훈련사 또는 직원 상시대기, 이용방법 및 규칙 비치, 반려견보호자 서약서 서명",전구역 동반가능,"펜스, 안전문, 운동장, 놀이기구, 음수대, 배변장, 격리장, 놀이기구, 벤치와 파라솔 등 비치",,"체고 40㎝를 기준으로 이를 초과하는 반려견을 대형견, 그 이하를 중·소형견으로 구분\n 카드 등록 및 발급 후 입장 가능",,전 견종 동반 가능,,목줄 착용
128159,,전구역 동반가능,,,"섶다리는 5월 철거, 10월~11월 재건되므로 방문 시기에 따라 체험 가능 여부 상이\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128168,,일부구역 동반가능,,,"미술관, 박물관, 갤러리 등 일부 실내 시설 동반 불가\n 일반 식당 및 카페 등 개별 공간은 동반 가능 여부 개별 확인\n 맹견의 경우, 입마개 착용 필수",,전 견종 동반 가능,,목줄 착용
128171,,일부구역 동반가능,,,"통일전망타워 내부는 동반 가능하나 통일관, 전시관은 동반 불가\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능(이동장 이용 필수),,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
128184,,일부구역 동반가능,,,"나무데크 쪽은 자유롭게 이동 가능하나 암각 인근으로 이동할 경우 허가 필요\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128199,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128202,이용방법 및 규칙 비치,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용"
128211,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128307,,,,,체험 프로그램 참여 시 동반불가,,,,
128345,입장 전 동의서 작성,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용"
128440,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128571,,일부구역 동반가능,"소원로, 연인의 길, 사랑의 길, 조각공원, 잼버리기념탑, 야외공연장, 희망의 광장",,"반려견 인식표 및 리드 줄, 입마개 필수입니다. 반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.\n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,"입마개 착용,목줄 착용,기타"
128611,안전관리직원 상주,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용"
128676,,일부구역 동반가능,,,"시설 이용 시 입장 가능 여부 개별 확인 필요\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128699,,전구역 동반가능,,,"목줄 착용 후 보호자가 안고 이동 필수\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,5kg 이하 동반 가능,,목줄 착용
128721,,일부구역 동반가능,"시계박물관, 일월교, 장애인 화장실 및 주차장",,"반려견 인식표 및 리드 줄, 입마개 필수입니다. 반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.\n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,"입마개 착용,목줄 착용,기타"
128727,,일부구역 동반가능,,,"해수욕장 개장 기간에는 동반이 제한될 수 있음\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
128752,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,
128755,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128758,,일부구역 동반가능,"샤워실, 화장실",,"해수욕장 개장 기간에는 동반이 제한될 수 있음\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
128772,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128777,다른 인원배치를 하지는 않으나 입장시 해당 안내를 함,일부구역 동반가능,,,대형견은 펜스가 없는 공간에서 반드시 목줄 착용,,전 견종 동반 가능,,목줄 착용
128778,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128787,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128792,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128803,,일부구역 동반가능,,,"야외 산책 데크는 동반 가능하지만, 전망대는 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128804,,일부구역 동반가능,,,도보 이동 불가\n 이동장 및 유모차 이용 또는 목줄 착용 후 보호자가 안고 이동 가능,,소형견 동반 가능(이동장 이용 필수),,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
128829,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128834,,일부구역 동반가능,,,배변봉투 지참 및 배변처리 필수,,몸 전체가 유모차 및 이동장(켄넬) 안에 들어가는 전 견종 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
128889,,일부구역 동반가능,,,,,,,
128918,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128919,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128981,,전구역 동반가능,,,"맹견 및 대형견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
128992,,일부구역 동반가능,,,"북카페 내부는 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
129000,,일부구역 동반가능,,,"악천후 시 입장 통제될 수 있음\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
129142,,일부구역 동반가능,,,"스페이스 워크는 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
129164,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
