addr1,addr2,zipcode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,progresstype,festivaltype
경기도 고양시 일산동구 노루목로 10 (장항동),,10430,A02,A0207,A02070200,3393488,15,2.0241E+13,20251018,20251018,http://tong.visitkorea.or.kr/cms/resource/21/3393421_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3393421_image3_1.JPG,Type3,126.7679518,37.64968526,6,2.02509E+13,31,2,031-8075-9007,고양 독서대전,41,285,EV,EV01,EV010600,,
경기도 고양시 일산동구 호수로 595,고양시 일산호수공원 일원,10400,A02,A0207,A02070200,1725993,15,2.01209E+13,20250919,20250930,http://tong.visitkorea.or.kr/cms/resource/57/3529657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3529657_image3_1.jpg,Type3,126.7686655,37.65387922,6,2.02509E+13,31,2,031-908-7750,고양가을꽃축제,41,285,EV,EV01,EV010500,선택안함,선택안함
경기도 고양시 일산동구 호수로 595,고양시 일산호수공원,10400,A02,A0207,A02070200,141799,15,2.00704E+13,20250425,20250511,http://tong.visitkorea.or.kr/cms/resource/28/3502728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3502728_image3_1.jpg,Type3,126.7686849,37.65397366,6,2.02507E+13,31,2,031-908-7750,고양국제꽃박람회,41,285,EV,EV01,EV010500,선택안함,선택안함
경기도 고양시 덕양구 행주로15번길 89 (행주외동),,10440,A02,A0207,A02070200,530450,15,2.00804E+13,20250614,20250615,http://tong.visitkorea.or.kr/cms/resource/87/3486487_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3486487_image3_1.jpg,Type3,126.8246035,37.60048088,6,2.02505E+13,31,2,1577-7766,고양행주문화제,41,281,EV,EV01,EV010200,선택안함,선택안함
경기도 고양시 덕양구 원당로 16 (주교동),,10455,A02,A0207,A02070200,3383613,15,2.0241E+13,20250607,20250608,http://tong.visitkorea.or.kr/cms/resource/14/3489014_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3489014_image3_1.jpg,Type3,126.832779,37.65472471,6,2.02505E+13,31,2,"031-960-3034,3050",고양행주한우 숯불구이축제,41,281,EV,EV01,EV010600,,
경기도 고양시 일산동구 호수로 595 (장항동),일산호수공원 및 일산문화광장 일원,10400,A02,A0207,A02070200,1100492,15,2.01009E+13,20250926,20250928,http://tong.visitkorea.or.kr/cms/resource/74/3489874_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/3489874_image3_1.JPG,Type3,126.768921,37.65533739,6,2.02509E+13,31,2,1588-7766,고양호수예술축제,41,285,EV,EV01,EV010200,선택안함,선택안함
전북특별자치도 고창군 고창읍 석정2로 171,석정지구 일원,56451,A02,A0207,A02070200,2952761,15,2.02303E+13,20250404,20250406,http://tong.visitkorea.or.kr/cms/resource/09/3108509_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3108509_image3_1.jpg,Type3,126.7398829,35.43159521,6,2.02503E+13,37,1,063-560-2950,고창 벚꽃축제,52,790,EV,EV01,EV010500,선택안함,선택안함
전북특별자치도 고창군 아산면 선운사로 242-86,,56452,A02,A0207,A02070200,738857,15,2.00905E+13,20250620,20250622,http://tong.visitkorea.or.kr/cms/resource/07/3491407_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/07/3491407_image3_1.PNG,Type3,126.579026,35.49955146,6,2.02505E+13,37,1,063-560-2531,고창 복분자와 수박축제,52,790,EV,EV01,EV010300,선택안함,선택안함
전북특별자치도 고창군 애향갯벌로 320 갯벌체험학습장,만돌갯벌체험학습장,56401,A02,A0207,A02070200,1835137,15,2.01308E+13,20250613,20250615,http://tong.visitkorea.or.kr/cms/resource/23/3495023_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/23/3495023_image3_1.png,Type3,126.5153782,35.53029412,6,2.02506E+13,37,1,063-560-2632,고창갯벌축제,52,790,EV,EV01,EV010500,선택안함,선택안함
전북특별자치도 고창군 고창읍 읍내리,125-9,56439,A02,A0207,A02070200,3489042,15,2.02504E+13,20250613,20250614,http://tong.visitkorea.or.kr/cms/resource/20/3489020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3489020_image3_1.jpg,Type3,126.7048777,35.42998369,6,2.02509E+13,37,1,063-560-2461,고창국가유산야행,52,790,EV,EV01,EV010400,,
전북특별자치도 고창군 고창읍 모양성로 11,고창읍성,56441,A02,A0207,A02070200,604454,15,2.00808E+13,20251029,20251102,http://tong.visitkorea.or.kr/cms/resource/30/3519730_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3519730_image3_1.jpg,Type3,126.7035139,35.43318886,6,2.02508E+13,37,1,063-560-2949,고창모양성제,52,790,EV,EV01,EV010200,선택안함,선택안함
전북특별자치도 고창군 공음면 학원농장길 150,,56462,A02,A0207,A02070200,511801,15,2.00803E+13,20250419,20250511,http://tong.visitkorea.or.kr/cms/resource/11/3110011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3110011_image3_1.jpg,Type3,126.5432907,35.37541772,6,2.02504E+13,37,1,063-563-9897,고창청보리밭 축제,52,790,EV,EV01,EV010200,선택안함,선택안함
전라남도 고흥군 봉래면 하반로 490,고흥군 나로우주센터 우주과학관 일원,59571,A02,A0207,A02070200,1591019,15,2.01204E+13,20250503,20250506,http://tong.visitkorea.or.kr/cms/resource/14/3495714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3495714_image3_1.jpg,Type3,127.5182611,34.45403509,6,2.02506E+13,38,2,061-830-5347,고흥우주항공축제,46,770,EV,EV01,EV010200,선택안함,선택안함
전라남도 고흥군 풍양면 한동리,701-7번지,59548,A02,A0207,A02070200,2872215,15,2.0221E+13,20251106,20251109,http://tong.visitkorea.or.kr/cms/resource/60/3545360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3545360_image3_1.jpg,Type3,127.2326775,34.57512782,6,2.02509E+13,38,2,061-830-5442,고흥유자축제,46,770,EV,EV01,EV010300,선택안함,선택안함
전라남도 곡성군 오곡면 기차마을로 232,,57544,A02,A0207,A02070100,1624017,15,2.01205E+13,20250516,20250525,http://tong.visitkorea.or.kr/cms/resource/70/3484870_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3484870_image3_1.JPG,Type3,127.3080309,35.2774168,6,2.02504E+13,38,3,061-360-8471,곡성세계장미축제,46,720,EV,EV01,EV010100,선택안함,선택안함
제주특별자치도 제주시 조천읍 선흘리,1911,63340,A02,A0207,A02070200,3482354,15,2.02503E+13,20250329,20250330,http://tong.visitkorea.or.kr/cms/resource/39/3482339_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/39/3482339_image3_1.png,Type3,126.7043086,33.44968322,6,2.02503E+13,39,4,064-782-5479,골체오름 벚꽃축제,50,110,EV,EV01,EV010500,,
서울특별시 종로구 계동길 37 (계동),북촌문화센터,3059,A02,A0207,A02070200,3490789,15,2.02505E+13,20250521,20250531,http://tong.visitkorea.or.kr/cms/resource/74/3490774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3490774_image3_1.jpg,Type3,126.986706,37.57905294,6,2.02505E+13,1,23,02-741-1033,공공한옥 밤마실,11,110,EV,EV01,EV010400,,
강원특별자치도 횡성군 공근면 매곡리,313 횡성베이스볼파크,25208,A02,A0207,A02070200,2996726,15,2.02308E+13,20250905,20250907,http://tong.visitkorea.or.kr/cms/resource/58/3523658_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/58/3523658_image3_1.png,Type3,127.9700513,37.53536769,6,2.02509E+13,32,18,010-3188-3103,공근 소맥축제,51,730,EV,EV01,EV010600,선택안함,선택안함
충청남도 공주시 금벽로 990,,32591,A02,A0207,A02070200,1947006,15,2.01409E+13,20250503,20250506,http://tong.visitkorea.or.kr/cms/resource/50/3475250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3475250_image3_1.jpg,Type3,127.1875831,36.44794541,6,2.02506E+13,34,1,041-840-8090,공주 석장리 구석기축제,44,150,EV,EV01,EV010400,선택안함,선택안함
충청남도 공주시 유구읍 창말길 44,"유구색동수국정원, 유구전통시장 광장",32507,A02,A0207,A02070200,2821437,15,2.02205E+13,20250627,20250629,http://tong.visitkorea.or.kr/cms/resource/42/2989942_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/42/2989942_image3_1.png,Type3,126.956276,36.55445135,6,2.02506E+13,34,1,041-840-8090,공주 유구 색동수국정원 꽃 축제,44,150,EV,EV01,EV010500,선택안함,선택안함
충청남도 공주시 금벽로 368 (신관동),공주 금강신관공원 일원,32573,A02,A0207,A02070200,3520310,15,2.02508E+13,20250815,20250817,http://tong.visitkorea.or.kr/cms/resource/09/3520309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3520309_image3_1.jpg,Type3,127.1275545,36.47029179,6,2.02508E+13,34,1,041-840-8404,공주야밤 맥주축제,44,150,EV,EV01,EV010600,,
경기도 과천시 도서관길 36 (별양동),과천 중앙공원,13836,A02,A0207,A02070200,3538633,15,2.02509E+13,20250927,20250927,http://tong.visitkorea.or.kr/cms/resource/80/3540280_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/3540280_image3_1.JPG,Type3,126.9966204,37.43238126,6,2.02509E+13,31,3,010-9771-2090,과천청년축제,41,290,EV,EV01,EV010200,,
서울특별시 관악구 낙성대로 77 (봉천동),,8799,A02,A0207,A02070100,2612274,15,2.01907E+13,20251017,20251019,http://tong.visitkorea.or.kr/cms/resource/75/3528275_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/75/3528275_image3_1.JPG,Type3,126.9587338,37.47163992,6,2.02509E+13,1,5,02-828-5767,관악강감찬축제,11,620,EV,EV01,EV010100,선택안함,선택안함
서울특별시 관악구 신림동 1642-7,별빛내린천,,A02,A0207,A02070200,2778088,15,2.02111E+13,20241111,20250209,http://tong.visitkorea.or.kr/cms/resource/04/3456404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3456404_image3_1.jpg,Type3,126.9276197,37.48278251,6,2.02412E+13,1,5,"02-879-5781, 02-2174-4550",관악별빛산책,11,620,EV,EV01,EV010200,선택안함,선택안함
서울특별시 종로구 종로 272 (종로6가),9층,3198,A02,A0208,A02080100,3484037,15,2.02503E+13,20250403,20251225,http://tong.visitkorea.or.kr/cms/resource/34/3484034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3484034_image3_1.jpg,Type3,127.0081071,37.57087094,6,2.02503E+13,1,23,02-580-3276,광무대 목요풍류,11,110,EV,EV02,EV020100,선택안함,선택안함
서울특별시 종로구 세종대로 지하172 (세종로),서울 광화문 일대,3154,A02,A0207,A02070200,3520789,15,2.02508E+13,20250815,20250823,http://tong.visitkorea.or.kr/cms/resource/88/3520788_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/88/3520788_image3_1.png,Type3,126.9767821,37.57167862,6,2.02508E+13,1,23,044-202-5539,광복 80년 기념 빛 축제,11,110,EV,EV01,EV010600,,
서울특별시 영등포구 의사당대로 1 (여의도동),국회의사당 잔디마당,7233,A02,A0207,A02070200,3518539,15,2.02508E+13,20250814,20250814,http://tong.visitkorea.or.kr/cms/resource/37/3518537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3518537_image3_1.jpg,Type3,126.9166305,37.52942412,6,2.02508E+13,1,20,010-8311-5791,광복 80년 전야제 - 대한이 살았다!,11,560,EV,EV01,EV010400,,
서울특별시 종로구 종로1길 45 (세종로),,3141,A02,A0208,A02081300,3498398,15,2.02506E+13,20250621,20250621,http://tong.visitkorea.or.kr/cms/resource/97/3498397_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3498397_image3_1.jpg,Type3,126.9783986,37.57467274,6,2.02506E+13,1,23,02-721-1822,광복 80주년 기념 '강제동원 희생자의 길을 걷다',11,110,EV,EV03,EV030400,선택안함,선택안함
서울특별시 중구 세종대로 110 (태평로1가),,4524,A02,A0208,A02081300,3518593,15,2.02508E+13,20250809,20250816,http://tong.visitkorea.or.kr/cms/resource/92/3518592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3518592_image3_1.jpg,Type3,126.9777211,37.56625704,6,2.02508E+13,1,24,02-2133-7755,광복 80주년 서울시 기념사업,11,140,EV,EV03,EV030400,선택안함,선택안함
부산광역시 수영구 광안해변로 219 (광안동),,48303,A02,A0208,A02081300,2786391,15,2.02112E+13,20250101,20251231,http://tong.visitkorea.or.kr/cms/resource/12/3518612_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/12/3518612_image3_1.jpeg,Type3,129.1185478,35.15381306,6,2.02508E+13,6,12,051-610-6518,광안리 M(Marvelous) 드론 라이트쇼,26,500,EV,EV03,EV030400,선택안함,선택안함
부산광역시 수영구 광안해변로 219 (광안동),,48303,A02,A0207,A02070100,506545,15,2.00803E+13,20250509,20250511,http://tong.visitkorea.or.kr/cms/resource/95/3485995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3485995_image3_1.jpg,Type3,129.1185478,35.15381306,6,2.02504E+13,6,12,051-610-4062,광안리어방축제,26,500,EV,EV01,EV010100,선택안함,선택안함
전라남도 광양시 다압면 지막1길 55,광양 매화마을 일원,57709,A02,A0207,A02070200,141020,15,2.00602E+13,20250307,20250316,http://tong.visitkorea.or.kr/cms/resource/35/3094835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3094835_image3_1.jpg,Type3,127.7164724,35.07580494,6,2.02503E+13,38,4,061-797-2721,광양 매화축제,46,230,EV,EV01,EV010200,선택안함,선택안함
광주광역시 동구 금남로1가 41 금남지하상가,5·18민주광장 등 광주 동구 일원,61485,A02,A0208,A02081000,2990881,15,2.02306E+13,20251015,20251019,http://tong.visitkorea.or.kr/cms/resource/76/3410976_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/3410976_image3_1.JPG,Type3,126.9200352,35.14787758,6,2.02506E+13,5,3,070-4400-6554,광주 버스킹 월드컵,29,110,EV,EV02,EV020700,선택안함,선택안함
광주광역시 동구 금남로3가,,61475,A02,A0207,A02070100,692682,15,2.00902E+13,20251015,20251019,http://tong.visitkorea.or.kr/cms/resource/59/3501859_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/59/3501859_image3_1.png,Type3,126.9158827,35.15028002,6,2.0251E+13,5,3,062-608-4674,광주 추억의 충장축제,29,110,EV,EV01,EV010100,선택안함,선택안함
광주광역시 동구 문화전당로 38 (광산동),,61485,A02,A0207,A02070200,2608888,15,2.01907E+13,20250425,20250426,http://tong.visitkorea.or.kr/cms/resource/56/3482656_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3482656_image3_1.jpg,Type3,126.9192936,35.1460861,6,2.02503E+13,5,3,062-608-2403,광주국가유산야행,29,110,EV,EV01,EV010400,선택안함,선택안함
광주광역시 서구 내방로 111 (치평동),,61945,A02,A0207,A02070100,604097,15,2.00808E+13,20251031,20251102,http://tong.visitkorea.or.kr/cms/resource/32/3545732_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/3545732_image3_1.JPG,Type3,126.8530408,35.15904185,6,2.02509E+13,5,5,062-613-3955~6,광주김치축제,29,140,EV,EV01,EV010100,선택안함,선택안함
경기도 광주시 남한산성면 남한산성로 731,,12700,A02,A0207,A02070200,624181,15,2.00809E+13,20250919,20250921,http://tong.visitkorea.or.kr/cms/resource/57/3392057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3392057_image3_1.jpg,Type3,127.1885045,37.47677123,6,2.02509E+13,31,5,031-789-5741~5,광주시 남한산성문화제,41,610,EV,EV01,EV010200,선택안함,선택안함
광주광역시 동구 중앙로160번길 16-7 (불로동),,61484,A02,A0208,A02081300,3460731,15,2.02412E+13,20251106,20251110,http://tong.visitkorea.or.kr/cms/resource/26/3460726_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3460726_image3_1.jpg,Type3,126.9146635,35.14686094,6,2.02508E+13,5,3,062-515-6560,광주여성영화제,29,110,EV,EV03,EV030400,,
경기도 광주시 곤지암읍 경충대로 727,곤지암도자공원 일원,12805,A02,A0207,A02070200,629718,15,2.00809E+13,20250425,20250506,http://tong.visitkorea.or.kr/cms/resource/20/3481720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3481720_image3_1.jpg,Type3,127.3276231,37.35260758,6,2.02504E+13,31,5,031-760-1729,광주왕실도자페스티벌,41,610,EV,EV01,EV010200,선택안함,선택안함
광주광역시 서구 상무누리로 30 (치평동),김대중컨벤션센터,61958,A02,A0208,A02080500,3481716,15,2.02503E+13,20250529,20250601,http://tong.visitkorea.or.kr/cms/resource/11/3481711_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3481711_image3_1.jpg,Type3,126.8405589,35.14671526,6,2.02503E+13,5,5,02-6956-8138,광주티앤카페쇼,29,140,EV,EV03,EV030100,선택안함,선택안함
충청북도 괴산군 괴산읍 임꺽정로 75-1,,28026,A02,A0207,A02070100,141234,15,2.00608E+13,20250904,20250907,http://tong.visitkorea.or.kr/cms/resource/58/3518158_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3518158_image3_1.jpg,Type3,127.7882219,36.81352813,6,2.02508E+13,33,1,02-830-3462,괴산고추축제,43,760,EV,EV01,EV010100,선택안함,선택안함
충청북도 괴산군 괴산읍 임꺽정로 92,,28026,A02,A0207,A02070200,3110383,15,2.02403E+13,20250523,20250525,http://tong.visitkorea.or.kr/cms/resource/44/3482644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3482644_image3_1.jpg,Type3,127.7865442,36.81456409,6,2.02503E+13,33,1,043-830-3463,괴산빨간맛페스티벌,43,760,EV,EV01,EV010200,선택안함,선택안함
전라남도 구례군 구례읍 서시천로 84-11,,57635,A02,A0207,A02070200,3110031,15,2.02403E+13,20250328,20250330,http://tong.visitkorea.or.kr/cms/resource/52/3482052_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3482052_image3_1.jpg,Type3,127.4665991,35.21544042,6,2.02503E+13,38,5,061-780-2255,구례300리 벚꽃축제,46,730,EV,EV01,EV010500,,
전라남도 구례군 산동면 상관1길 45,구례 산수유꽃축제장,57604,A02,A0207,A02070200,506398,15,2.00803E+13,20250315,20250323,http://tong.visitkorea.or.kr/cms/resource/71/3478771_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3478771_image3_1.jpg,Type3,127.4703072,35.31965095,6,2.02503E+13,38,5,061-780-2390,구례산수유꽃축제,46,730,EV,EV01,EV010200,선택안함,선택안함
서울특별시 구로구 구로동,"621-8 안양천(고척교, 오금교 일원)",8287,A02,A0207,A02070200,2039869,15,2.01511E+13,20250926,20250928,http://tong.visitkorea.or.kr/cms/resource/77/3519677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3519677_image3_1.jpg,Type3,126.8705494,37.50017669,6,2.02509E+13,1,7,02-860-2282,구로G페스티벌,11,530,EV,EV01,EV010600,선택안함,선택안함
서울특별시 구로구 구로중앙로 48 (구로동),,8303,A02,A0207,A02070200,2618971,15,2.01909E+13,20251018,20251018,http://tong.visitkorea.or.kr/cms/resource/17/3542117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3542117_image3_1.jpg,Type3,126.8900783,37.49416107,6,2.0251E+13,1,7,02-860-2140,구로청소년축제,11,530,EV,EV01,EV010200,선택안함,선택안함
경기도 구리시 코스모스길14번길 249 (토평동),구리한강시민공원,11961,A02,A0207,A02070200,526160,15,2.00803E+13,20250509,20250511,http://tong.visitkorea.or.kr/cms/resource/00/3114300_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/3114300_image3_1.JPG,Type3,127.132879,37.5745311,6,2.02504E+13,31,6,031-550-2065,구리 유채꽃 축제,41,310,EV,EV01,EV010200,선택안함,선택안함
경기도 구리시 코스모스길14번길 249 (토평동),,11961,A02,A0207,A02070200,622946,15,2.00809E+13,20250926,20250928,http://tong.visitkorea.or.kr/cms/resource/33/3378833_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/3378833_image3_1.JPG,Type3,127.132879,37.5745311,6,2.02509E+13,31,6,031-550-2065,구리 코스모스 축제,41,310,EV,EV01,EV010200,선택안함,선택안함
경상북도 구미시 산책길 105 (남통동),금오천 일원,39305,A02,A0207,A02070200,3107804,15,2.02403E+13,20250402,20250406,http://tong.visitkorea.or.kr/cms/resource/81/3489281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3489281_image3_1.jpg,Type3,128.3248462,36.12291409,6,2.02505E+13,35,4,054-480-6612,"구미 청춘, 금오천 벚꽃 페스티벌",47,190,EV,EV01,EV010500,선택안함,선택안함
